SITE_NAME;FREQUENCE;BEGIN;END; DAY ;KWH_PERIOD;PERIOD_EUR
0329BR;20642;01/12/2019;31/12/2019;30;2466;276,04
0329BR;20642;01/01/2020;31/01/2020;30;2478;327,93
0329BR;20642;01/02/2020;29/02/2020;28;2301;305,5
0329BR;20642;01/03/2020;31/03/2020;30;2477;326,46
0329BR;20642;01/04/2020;30/04/2020;29;2415;318,37
0329BR;20642;01/05/2020;31/05/2020;30;2428;317,36
0329BR;20642;01/06/2020;30/06/2020;29;2422;312,81
0329BR;20642;01/07/2020;31/07/2020;30;2358;301,14
0329BR;20642;01/08/2020;31/08/2020;30;2267;289,24
0329BR;20642;01/09/2020;30/09/2020;29;2109;269,77
0329BR;20642;01/10/2020;31/10/2020;30;2165;276,43
0329BR;20642;01/11/2020;30/11/2020;29;2080;256,18
0329KO;20677;01/01/2018;31/01/2018;30;1363;171,42
0329KO;20677;01/02/2018;28/02/2018;27;1230;155,4
0329KO;20677;01/03/2018;31/03/2018;30;1361;171,18
0329KO;20677;01/04/2018;30/04/2018;29;1344;169,13
0329KO;20677;01/05/2018;31/05/2018;30;1402;176,12
0329KO;20677;01/06/2018;30/06/2018;29;1366;171,78
0329KO;20677;01/07/2018;31/07/2018;30;1426;179,11
0329KO;20677;01/08/2018;31/08/2018;30;1512;189,48
0329KO;20677;01/09/2018;30/09/2018;29;1359;172,1
0329KO;20677;01/10/2018;31/10/2018;30;1390;175,86
0329KO;20677;01/11/2018;30/11/2018;29;1331;168,7
0329KO;20677;01/12/2018;31/12/2018;30;1367;173,07
0329KO;20677;01/01/2019;31/01/2019;30;1361;189,14
0329KO;20677;01/02/2019;28/02/2019;27;1235;172,3
0329KO;20677;01/03/2019;31/03/2019;30;1375;191,01
0329KO;20677;01/04/2019;30/04/2019;29;1345;187
0329KO;20677;01/05/2019;31/05/2019;30;1396;193,82
0329KO;20677;01/06/2019;30/06/2019;29;1388;192,75
0329KO;20677;01/07/2019;31/07/2019;30;1430;198,36
0329KO;20677;01/08/2019;31/08/2019;30;1453;201,43
0329KO;20677;01/09/2019;30/09/2019;29;1360;189,01
0329KO;20677;01/10/2019;31/10/2019;30;1397;193,95
0329KO;20677;01/11/2019;30/11/2019;29;1339;186,2
0329KO;20677;01/12/2019;31/12/2019;30;1379;191,55
0329KO;20677;01/01/2020;31/01/2020;30;1370;189,66
0329KO;20677;01/02/2020;29/02/2020;28;1291;179,19
0329KO;20677;01/03/2020;31/03/2020;30;1401;193,77
